"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","repo","developer","week","commits","lines_added","lines_deleted","files_changed","total_churn","churn_ratio","avg_lines_per_commit","avg_files_per_commit","risk_intensity","workload_intensity","refactor_signal","hour_std","is_after_hours","file_spread","commit_density"
-5.44907418715904,-4.00282656499122,-4.05410111301191,0.553450135410162,-0.390990690602679,1.21463338502029,-0.181292680211272,-1.96313076787128,1.89481778653212,0.0796555155495256,0.805007033102963,0.199339811806466,0.114918951646963,0.00989532320243092,-2.32135434685678e-16,"requests","dev_requests_01","2024-01-08",0,10,0,1,10,0,0,0,4.39,0,0,4.39,0,0.693147180559945,0
0.473021650037389,0.175331212834516,-2.06289257834653,-0.657986170518096,-1.4800948408363,1.54603999272469,0.547111291142944,0.324346088728615,-0.597386098165821,-0.144079851182059,0.072983703678678,0.20804440484556,0.241967985314231,0.0188555388669262,-4.44844409548047e-16,"requests","dev_requests_01","2024-01-15",9,2777,647,11,3424,0.232985235866043,380.444444444444,1.22222222222222,187.749333333333,73.2497107562669,0.188960280373832,3.29,0,2.484906649788,2.30258509299405
-3.7963339881806,1.27438164256123,-1.04713878788635,0.403799570065424,-0.171743887185455,-0.258321947156724,1.02315060443852,-0.010388978568874,0.0998280505625499,0.116345614093506,-0.0679369931630337,-0.0737277897472619,-0.129899283910256,-0.00722560914888149,-6.91965281661312e-16,"requests","dev_requests_01","2024-01-22",2,559,184,12,743,0.329159212880143,371.5,6,31.4346153846154,13.2240820696662,0.24764468371467,2.75,0,2.56494935746154,1.09861228866811
-2.16489906447834,-1.86231403973723,1.61461459380861,0.443816833099385,-0.157832508255952,0.165813600314455,-0.64115441728108,-0.261827321862003,0.0291621782441851,-0.0445901312645988,0.0925872567513373,-0.189634656502445,0.049458796870149,-0.00857368363369852,9.61009810888898e-18,"requests","dev_requests_01","2024-02-19",3,839,521,3,1360,0.620977353992849,453.333333333333,1,255,21.6479250079544,0.383088235294118,3.75,0,1.38629436111989,1.38629436111989
-2.40505798119906,-2.06166770865878,-0.16892882939007,0.15719223181284,-0.212013147338507,0.259800390904505,-0.469874358230748,-0.230164775877572,-0.0178498816235336,0.0793210766959515,0.102881246003907,-0.167398874380424,-0.00537839631528744,-0.00709984090220207,-3.08257822888746e-17,"requests","dev_requests_01","2024-03-04",3,915,364,3,1279,0.397814207650273,426.333333333333,1,224.4645,21.463846070741,0.284597341673182,3.51,0,1.38629436111989,1.38629436111989
-3.56612786532576,-1.34095980085724,0.192535007164483,-1.17595825702549,0.129670589076639,-0.162524178481309,0.126366018541018,-0.224616520703206,0.379967183886129,0.00415957364284352,-0.100184413137576,-0.256265925327272,0.0263824995014472,-0.00087868813958534,-4.5780965661911e-16,"requests","dev_requests_01","2024-03-11",2,433,189,4,622,0.4364896073903,311,2,40.0568,12.8690930375749,0.303858520900322,1.61,0,1.6094379124341,1.09861228866811
0.353042401064796,-0.359346729348107,1.37753612807281,-1.24106035421932,-0.883153691849911,0.82714963356498,0.293082241730524,0.0643310888400479,-0.383056334253552,0.158799056339282,-0.109483691880521,0.078567641254947,0.151019317591869,0.0145089839514534,-3.31659887907913e-16,"requests","dev_requests_01","2024-03-18",8,1978,1204,7,3182,0.608695652173913,397.75,0.875,187.738,64.5246354182567,0.378378378378378,2.36,0,2.07944154167984,2.19722457733622
-1.89896604403799,0.64291010854807,1.94133685582362,-0.391659435053103,-0.442892813993956,0.278497667294167,-0.0110454571112314,0.259907104492531,0.179662480031229,-0.103769982141581,-0.172258944953085,-0.0699144434310309,-0.0164152070563927,-0.00734994519226391,-5.12849952362551e-16,"requests","dev_requests_01","2024-04-01",4,965,671,10,1636,0.695336787564767,409,2.5,76.4458181818182,29.6024823094845,0.410146699266504,2.57,0,2.39789527279837,1.6094379124341
-3.1683054352351,-0.666135599775571,-1.72153493372122,-0.106053794874214,0.201002582463411,-0.64839272918927,-0.196832620182554,-0.143688760160143,0.0759317406404165,0.064595133166266,-0.0890055303715733,0.168111305505105,0.0827636265514463,-0.00486382233216577,-3.09240865785595e-16,"requests","dev_requests_01","2024-04-15",2,902,225,6,1127,0.249445676274945,563.5,3,82.11,14.056402864116,0.199645075421473,2.55,0,1.94591014905531,1.09861228866811
2.2017861055403,-2.9839275570229,0.00242353174061786,-0.0418476561483938,-0.803472066994063,0.553891090415754,1.18587721436594,0.354398087227261,-0.532511527639685,0.116134004205838,0.263137041303683,0.0320688848384644,0.27087725688146,0.00750381305530162,-5.05764384239697e-17,"requests","dev_requests_01","2024-04-22",10,3284,1384,2,4668,0.421437271619976,466.8,0.2,1086.088,84.4870019497094,0.296486718080548,3.49,0,1.09861228866811,2.39789527279837
